country_id,country_code,country_name,region_id,region_name,funding_agency_id,funding_agency_name,funding_agency_acronym,assistance_category_id,assistance_category_name,fiscal_year,constant_amount
4,AFG,Afghanistan,4,South and Central Asia,2,Department of State,STATE,1,Economic,1993.0,182985
4,AFG,Afghanistan,4,South and Central Asia,2,Department of State,STATE,1,Economic,1994.0,179079
4,AFG,Afghanistan,4,South and Central Asia,2,Department of State,STATE,1,Economic,1995.0,230513
4,AFG,Afghanistan,4,South and Central Asia,2,Department of State,STATE,1,Economic,1996.0,1871449
4,AFG,Afghanistan,4,South and Central Asia,2,Department of State,STATE,1,Economic,1997.0,5230597
4,AFG,Afghanistan,4,South and Central Asia,2,Department of State,STATE,1,Economic,1998.0,11490379
4,AFG,Afghanistan,4,South and Central Asia,2,Department of State,STATE,1,Economic,1999.0,8777398
4,AFG,Afghanistan,4,South and Central Asia,2,Department of State,STATE,1,Economic,2000.0,18443968
4,AFG,Afghanistan,4,South and Central Asia,2,Department of State,STATE,1,Economic,2001.0,11056097
4,AFG,Afghanistan,4,South and Central Asia,2,Department of State,STATE,1,Economic,2002.0,170964936
4,AFG,Afghanistan,4,South and Central Asia,2,Department of State,STATE,1,Economic,2003.0,73375813
4,AFG,Afghanistan,4,South and Central Asia,2,Department of State,STATE,1,Economic,2004.0,229820192
4,AFG,Afghanistan,4,South and Central Asia,2,Department of State,STATE,1,Economic,2005.0,50128994
4,AFG,Afghanistan,4,South and Central Asia,2,Department of State,STATE,1,Economic,2006.0,41428741
4,AFG,Afghanistan,4,South and Central Asia,2,Department of State,STATE,1,Economic,2007.0,180991405
4,AFG,Afghanistan,4,South and Central Asia,2,Department of State,STATE,1,Economic,2008.0,364795996
4,AFG,Afghanistan,4,South and Central Asia,2,Department of State,STATE,1,Economic,2009.0,724293940
4,AFG,Afghanistan,4,South and Central Asia,2,Department of State,STATE,1,Economic,2010.0,1092976150
4,AFG,Afghanistan,4,South and Central Asia,2,Department of State,STATE,1,Economic,2011.0,582930756
4,AFG,Afghanistan,4,South and Central Asia,2,Department of State,STATE,1,Economic,2012.0,708931383
4,AFG,Afghanistan,4,South and Central Asia,2,Department of State,STATE,1,Economic,2013.0,460255161
4,AFG,Afghanistan,4,South and Central Asia,2,Department of State,STATE,1,Economic,2014.0,329570394
4,AFG,Afghanistan,4,South and Central Asia,2,Department of State,STATE,1,Economic,2015.0,1454570
4,AFG,Afghanistan,4,South and Central Asia,2,Department of State,STATE,2,Military,2005.0,18029019
4,AFG,Afghanistan,4,South and Central Asia,4,Department of the Treasury,TREAS,1,Economic,2002.0,1409501
4,AFG,Afghanistan,4,South and Central Asia,4,Department of the Treasury,TREAS,1,Economic,2003.0,1229398
4,AFG,Afghanistan,4,South and Central Asia,4,Department of the Treasury,TREAS,1,Economic,2004.0,1199684
4,AFG,Afghanistan,4,South and Central Asia,4,Department of the Treasury,TREAS,1,Economic,2005.0,1163163
4,AFG,Afghanistan,4,South and Central Asia,4,Department of the Treasury,TREAS,1,Economic,2006.0,642347
4,AFG,Afghanistan,4,South and Central Asia,4,Department of the Treasury,TREAS,1,Economic,2007.0,319274
4,AFG,Afghanistan,4,South and Central Asia,4,Department of the Treasury,TREAS,1,Economic,2008.0,258436
4,AFG,Afghanistan,4,South and Central Asia,4,Department of the Treasury,TREAS,1,Economic,2009.0,625663
4,AFG,Afghanistan,4,South and Central Asia,4,Department of the Treasury,TREAS,1,Economic,2010.0,4585591
4,AFG,Afghanistan,4,South and Central Asia,4,Department of the Treasury,TREAS,1,Economic,2011.0,882856
4,AFG,Afghanistan,4,South and Central Asia,4,Department of the Treasury,TREAS,1,Economic,2012.0,3367375
4,AFG,Afghanistan,4,South and Central Asia,5,Department of Agriculture,AGR,1,Economic,1956.0,6714
4,AFG,Afghanistan,4,South and Central Asia,5,Department of Agriculture,AGR,1,Economic,1957.0,42721024
4,AFG,Afghanistan,4,South and Central Asia,5,Department of Agriculture,AGR,1,Economic,1958.0,38945240
4,AFG,Afghanistan,4,South and Central Asia,5,Department of Agriculture,AGR,1,Economic,1959.0,47016424
4,AFG,Afghanistan,4,South and Central Asia,5,Department of Agriculture,AGR,1,Economic,1960.0,610109
4,AFG,Afghanistan,4,South and Central Asia,5,Department of Agriculture,AGR,1,Economic,1961.0,112539037
4,AFG,Afghanistan,4,South and Central Asia,5,Department of Agriculture,AGR,1,Economic,1962.0,4765900
4,AFG,Afghanistan,4,South and Central Asia,5,Department of Agriculture,AGR,1,Economic,1963.0,588476
4,AFG,Afghanistan,4,South and Central Asia,5,Department of Agriculture,AGR,1,Economic,1964.0,111045539
4,AFG,Afghanistan,4,South and Central Asia,5,Department of Agriculture,AGR,1,Economic,1965.0,125132760
4,AFG,Afghanistan,4,South and Central Asia,5,Department of Agriculture,AGR,1,Economic,1966.0,116344181
4,AFG,Afghanistan,4,South and Central Asia,5,Department of Agriculture,AGR,1,Economic,1967.0,33108942
4,AFG,Afghanistan,4,South and Central Asia,5,Department of Agriculture,AGR,1,Economic,1968.0,32537747
4,AFG,Afghanistan,4,South and Central Asia,5,Department of Agriculture,AGR,1,Economic,1969.0,25087388
4,AFG,Afghanistan,4,South and Central Asia,5,Department of Agriculture,AGR,1,Economic,1970.0,3808875
4,AFG,Afghanistan,4,South and Central Asia,5,Department of Agriculture,AGR,1,Economic,1971.0,17219966
4,AFG,Afghanistan,4,South and Central Asia,5,Department of Agriculture,AGR,1,Economic,1972.0,107257980
4,AFG,Afghanistan,4,South and Central Asia,5,Department of Agriculture,AGR,1,Economic,1973.0,41874395
4,AFG,Afghanistan,4,South and Central Asia,5,Department of Agriculture,AGR,1,Economic,1974.0,387099
4,AFG,Afghanistan,4,South and Central Asia,5,Department of Agriculture,AGR,1,Economic,1975.0,13685431
4,AFG,Afghanistan,4,South and Central Asia,5,Department of Agriculture,AGR,1,Economic,1976.0,4922150
4,AFG,Afghanistan,4,South and Central Asia,5,Department of Agriculture,AGR,1,Economic,1976.9,8920696
4,AFG,Afghanistan,4,South and Central Asia,5,Department of Agriculture,AGR,1,Economic,1977.0,2252966
4,AFG,Afghanistan,4,South and Central Asia,5,Department of Agriculture,AGR,1,Economic,1978.0,16466394
4,AFG,Afghanistan,4,South and Central Asia,5,Department of Agriculture,AGR,1,Economic,1979.0,19101547
4,AFG,Afghanistan,4,South and Central Asia,5,Department of Agriculture,AGR,1,Economic,1986.0,16212718
4,AFG,Afghanistan,4,South and Central Asia,5,Department of Agriculture,AGR,1,Economic,1987.0,4600668
4,AFG,Afghanistan,4,South and Central Asia,5,Department of Agriculture,AGR,1,Economic,1988.0,49986086
4,AFG,Afghanistan,4,South and Central Asia,5,Department of Agriculture,AGR,1,Economic,1989.0,95295748
4,AFG,Afghanistan,4,South and Central Asia,5,Department of Agriculture,AGR,1,Economic,1990.0,24171941
4,AFG,Afghanistan,4,South and Central Asia,5,Department of Agriculture,AGR,1,Economic,1991.0,31082854
4,AFG,Afghanistan,4,South and Central Asia,5,Department of Agriculture,AGR,1,Economic,1992.0,47135031
4,AFG,Afghanistan,4,South and Central Asia,5,Department of Agriculture,AGR,1,Economic,1993.0,26562378
4,AFG,Afghanistan,4,South and Central Asia,5,Department of Agriculture,AGR,1,Economic,1995.0,17522411
4,AFG,Afghanistan,4,South and Central Asia,5,Department of Agriculture,AGR,1,Economic,1996.0,21102392
4,AFG,Afghanistan,4,South and Central Asia,5,Department of Agriculture,AGR,1,Economic,1997.0,39181892
4,AFG,Afghanistan,4,South and Central Asia,5,Department of Agriculture,AGR,1,Economic,1999.0,36437265
4,AFG,Afghanistan,4,South and Central Asia,5,Department of Agriculture,AGR,1,Economic,2000.0,49035269
4,AFG,Afghanistan,4,South and Central Asia,5,Department of Agriculture,AGR,1,Economic,2001.0,78478125
4,AFG,Afghanistan,4,South and Central Asia,5,Department of Agriculture,AGR,1,Economic,2002.0,82460014
4,AFG,Afghanistan,4,South and Central Asia,5,Department of Agriculture,AGR,1,Economic,2003.0,68440137
4,AFG,Afghanistan,4,South and Central Asia,5,Department of Agriculture,AGR,1,Economic,2004.0,72311289
4,AFG,Afghanistan,4,South and Central Asia,5,Department of Agriculture,AGR,1,Economic,2005.0,75953180
4,AFG,Afghanistan,4,South and Central Asia,5,Department of Agriculture,AGR,1,Economic,2006.0,98140434
4,AFG,Afghanistan,4,South and Central Asia,5,Department of Agriculture,AGR,1,Economic,2007.0,80133369
4,AFG,Afghanistan,4,South and Central Asia,5,Department of Agriculture,AGR,1,Economic,2008.0,208956963
4,AFG,Afghanistan,4,South and Central Asia,5,Department of Agriculture,AGR,1,Economic,2009.0,93998019
4,AFG,Afghanistan,4,South and Central Asia,5,Department of Agriculture,AGR,1,Economic,2010.0,183324994
4,AFG,Afghanistan,4,South and Central Asia,5,Department of Agriculture,AGR,1,Economic,2011.0,137236083
4,AFG,Afghanistan,4,South and Central Asia,5,Department of Agriculture,AGR,1,Economic,2012.0,71171070
4,AFG,Afghanistan,4,South and Central Asia,5,Department of Agriculture,AGR,1,Economic,2013.0,44030300
4,AFG,Afghanistan,4,South and Central Asia,5,Department of Agriculture,AGR,1,Economic,2014.0,61240298
4,AFG,Afghanistan,4,South and Central Asia,6,Department of Health and Human Services,HHS,1,Economic,1999.0,1870076
4,AFG,Afghanistan,4,South and Central Asia,6,Department of Health and Human Services,HHS,1,Economic,2000.0,3019508
4,AFG,Afghanistan,4,South and Central Asia,6,Department of Health and Human Services,HHS,1,Economic,2001.0,3065623
4,AFG,Afghanistan,4,South and Central Asia,6,Department of Health and Human Services,HHS,1,Economic,2002.0,3330395
4,AFG,Afghanistan,4,South and Central Asia,6,Department of Health and Human Services,HHS,1,Economic,2003.0,4597587
4,AFG,Afghanistan,4,South and Central Asia,6,Department of Health and Human Services,HHS,1,Economic,2004.0,6502106
4,AFG,Afghanistan,4,South and Central Asia,6,Department of Health and Human Services,HHS,1,Economic,2005.0,6793939
4,AFG,Afghanistan,4,South and Central Asia,6,Department of Health and Human Services,HHS,1,Economic,2006.0,9732313
4,AFG,Afghanistan,4,South and Central Asia,6,Department of Health and Human Services,HHS,1,Economic,2007.0,17774871
4,AFG,Afghanistan,4,South and Central Asia,6,Department of Health and Human Services,HHS,1,Economic,2008.0,8657180
4,AFG,Afghanistan,4,South and Central Asia,6,Department of Health and Human Services,HHS,1,Economic,2009.0,6600511
4,AFG,Afghanistan,4,South and Central Asia,6,Department of Health and Human Services,HHS,1,Economic,2010.0,6230631
4,AFG,Afghanistan,4,South and Central Asia,6,Department of Health and Human Services,HHS,1,Economic,2011.0,7507215
4,AFG,Afghanistan,4,South and Central Asia,6,Department of Health and Human Services,HHS,1,Economic,2013.0,996517
4,AFG,Afghanistan,4,South and Central Asia,6,Department of Health and Human Services,HHS,1,Economic,2014.0,48600
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,1,Economic,1952.0,2145859
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,1,Economic,1953.0,5620106
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,1,Economic,1954.0,17356209
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,1,Economic,1955.0,13776913
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,1,Economic,1956.0,89300000
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,1,Economic,1957.0,55666789
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,1,Economic,1958.0,50251922
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,1,Economic,1959.0,120015609
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,1,Economic,1960.0,59180586
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,1,Economic,1961.0,77032068
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,1,Economic,1962.0,44680314
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,1,Economic,1963.0,87094515
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,1,Economic,1964.0,72673782
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,1,Economic,1965.0,59995159
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,1,Economic,1966.0,45866456
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,1,Economic,1967.0,45049872
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,1,Economic,1968.0,41459387
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,1,Economic,1969.0,38132829
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,1,Economic,1970.0,32375437
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,1,Economic,1971.0,39877816
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,1,Economic,1972.0,28544463
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,1,Economic,1973.0,31509446
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,1,Economic,1974.0,19354956
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,1,Economic,1975.0,21756326
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,1,Economic,1976.0,20673031
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,1,Economic,1976.9,4778944
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,1,Economic,1977.0,61252513
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,1,Economic,1978.0,14307008
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,1,Economic,1979.0,8160967
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,1,Economic,1985.0,6279263
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,1,Economic,1993.0,14756877
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,1,Economic,1994.0,495356
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,1,Economic,2002.0,3087121
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,1,Economic,2005.0,14602
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,1,Economic,2009.0,15338516
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,1,Economic,2010.0,94551982
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,1,Economic,2011.0,226165618
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,1,Economic,2012.0,234434711
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,1,Economic,2013.0,135361875
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,1,Economic,2014.0,2504027
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,2,Military,1958.0,634431
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,2,Military,1959.0,2474549
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,2,Military,1960.0,1220218
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,2,Military,1961.0,3009065
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,2,Military,1962.0,5957375
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,2,Military,1963.0,4902009
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,2,Military,1964.0,895341
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,2,Military,1965.0,382826
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,2,Military,1966.0,654436
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,2,Military,1967.0,879287
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,2,Military,1968.0,1007621
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,2,Military,1969.0,1364754
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,2,Military,1970.0,956980
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,2,Military,1971.0,702393
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,2,Military,1972.0,1033656
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,2,Military,1973.0,862364
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,2,Military,1974.0,549681
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,2,Military,1975.0,670235
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,2,Military,1976.0,849891
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,2,Military,1976.9,3186
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,2,Military,1977.0,529569
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,2,Military,1978.0,719795
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,2,Military,2002.0,64457423
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,2,Military,2003.0,422077587
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,2,Military,2004.0,644911103
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,2,Military,2005.0,717228101
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,2,Military,2006.0,87546729
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,2,Military,2007.0,264662640
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,2,Military,2008.0,221130825
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,2,Military,2009.0,280347508
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,2,Military,2010.0,346318294
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,2,Military,2011.0,332645014
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,2,Military,2012.0,321713419
4,AFG,Afghanistan,4,South and Central Asia,7,Department of Defense,DOD,2,Military,2013.0,143583000
4,AFG,Afghanistan,4,South and Central Asia,8,Department of the Army,ARMY,1,Economic,2004.0,47648203
4,AFG,Afghanistan,4,South and Central Asia,8,Department of the Army,ARMY,1,Economic,2005.0,158183556
4,AFG,Afghanistan,4,South and Central Asia,8,Department of the Army,ARMY,1,Economic,2006.0,241346230
4,AFG,Afghanistan,4,South and Central Asia,8,Department of the Army,ARMY,1,Economic,2007.0,225281406
4,AFG,Afghanistan,4,South and Central Asia,8,Department of the Army,ARMY,1,Economic,2008.0,521536673
4,AFG,Afghanistan,4,South and Central Asia,8,Department of the Army,ARMY,1,Economic,2009.0,582461476
4,AFG,Afghanistan,4,South and Central Asia,8,Department of the Army,ARMY,1,Economic,2010.0,332846089
4,AFG,Afghanistan,4,South and Central Asia,8,Department of the Army,ARMY,1,Economic,2011.0,583010927
4,AFG,Afghanistan,4,South and Central Asia,8,Department of the Army,ARMY,1,Economic,2012.0,453620027
4,AFG,Afghanistan,4,South and Central Asia,8,Department of the Army,ARMY,1,Economic,2013.0,248535959
4,AFG,Afghanistan,4,South and Central Asia,8,Department of the Army,ARMY,1,Economic,2014.0,204612
4,AFG,Afghanistan,4,South and Central Asia,8,Department of the Army,ARMY,2,Military,2005.0,87601778
4,AFG,Afghanistan,4,South and Central Asia,8,Department of the Army,ARMY,2,Military,2006.0,2034503341
4,AFG,Afghanistan,4,South and Central Asia,8,Department of the Army,ARMY,2,Military,2007.0,3993670178
4,AFG,Afghanistan,4,South and Central Asia,8,Department of the Army,ARMY,2,Military,2008.0,6458743424
4,AFG,Afghanistan,4,South and Central Asia,8,Department of the Army,ARMY,2,Military,2009.0,6127831800
4,AFG,Afghanistan,4,South and Central Asia,8,Department of the Army,ARMY,2,Military,2010.0,6811053435
4,AFG,Afghanistan,4,South and Central Asia,8,Department of the Army,ARMY,2,Military,2011.0,10267726760
4,AFG,Afghanistan,4,South and Central Asia,8,Department of the Army,ARMY,2,Military,2012.0,9382563647
4,AFG,Afghanistan,4,South and Central Asia,8,Department of the Army,ARMY,2,Military,2013.0,1736000000
4,AFG,Afghanistan,4,South and Central Asia,10,Department of Justice,DOJ,1,Economic,2008.0,449967
4,AFG,Afghanistan,4,South and Central Asia,10,Department of Justice,DOJ,1,Economic,2009.0,4040591
4,AFG,Afghanistan,4,South and Central Asia,10,Department of Justice,DOJ,1,Economic,2010.0,144652
4,AFG,Afghanistan,4,South and Central Asia,10,Department of Justice,DOJ,1,Economic,2011.0,324160
4,AFG,Afghanistan,4,South and Central Asia,10,Department of Justice,DOJ,1,Economic,2012.0,163219
4,AFG,Afghanistan,4,South and Central Asia,10,Department of Justice,DOJ,1,Economic,2013.0,87249
4,AFG,Afghanistan,4,South and Central Asia,10,Department of Justice,DOJ,1,Economic,2014.0,286278
4,AFG,Afghanistan,4,South and Central Asia,11,Department of Labor,DOL,1,Economic,2003.0,3688194
4,AFG,Afghanistan,4,South and Central Asia,11,Department of Labor,DOL,1,Economic,2008.0,698533
4,AFG,Afghanistan,4,South and Central Asia,11,Department of Labor,DOL,1,Economic,2010.0,1158342
4,AFG,Afghanistan,4,South and Central Asia,11,Department of Labor,DOL,1,Economic,2011.0,1136153
4,AFG,Afghanistan,4,South and Central Asia,11,Department of Labor,DOL,1,Economic,2013.0,2000000
4,AFG,Afghanistan,4,South and Central Asia,12,Department of Commerce,DOC,1,Economic,2012.0,6169010
4,AFG,Afghanistan,4,South and Central Asia,12,Department of Commerce,DOC,1,Economic,2013.0,5501992
4,AFG,Afghanistan,4,South and Central Asia,13,Department of Energy,DOE,1,Economic,2009.0,701
4,AFG,Afghanistan,4,South and Central Asia,13,Department of Energy,DOE,1,Economic,2010.0,81316
4,AFG,Afghanistan,4,South and Central Asia,13,Department of Energy,DOE,1,Economic,2012.0,220313
4,AFG,Afghanistan,4,South and Central Asia,13,Department of Energy,DOE,1,Economic,2013.0,182584
4,AFG,Afghanistan,4,South and Central Asia,14,Department of Homeland Security,DHS,1,Economic,2011.0,59884
4,AFG,Afghanistan,4,South and Central Asia,15,Department of Transportation,DOT,1,Economic,2009.0,635300
4,AFG,Afghanistan,4,South and Central Asia,15,Department of Transportation,DOT,1,Economic,2013.0,3500000
4,AFG,Afghanistan,4,South and Central Asia,16,Peace Corps,PC,1,Economic,1962.0,5957
4,AFG,Afghanistan,4,South and Central Asia,16,Peace Corps,PC,1,Economic,1963.0,1765429
4,AFG,Afghanistan,4,South and Central Asia,16,Peace Corps,PC,1,Economic,1964.0,3488342
4,AFG,Afghanistan,4,South and Central Asia,16,Peace Corps,PC,1,Economic,1965.0,7427972
4,AFG,Afghanistan,4,South and Central Asia,16,Peace Corps,PC,1,Economic,1966.0,8390205
4,AFG,Afghanistan,4,South and Central Asia,16,Peace Corps,PC,1,Economic,1967.0,7056004
4,AFG,Afghanistan,4,South and Central Asia,16,Peace Corps,PC,1,Economic,1968.0,8396838
4,AFG,Afghanistan,4,South and Central Asia,16,Peace Corps,PC,1,Economic,1969.0,8027964
4,AFG,Afghanistan,4,South and Central Asia,16,Peace Corps,PC,1,Economic,1970.0,4284984
4,AFG,Afghanistan,4,South and Central Asia,16,Peace Corps,PC,1,Economic,1971.0,4984727
4,AFG,Afghanistan,4,South and Central Asia,16,Peace Corps,PC,1,Economic,1972.0,5622394
4,AFG,Afghanistan,4,South and Central Asia,16,Peace Corps,PC,1,Economic,1973.0,5804372
